Certification Type, Firm Name, Owners, Work Decsription, Business Profile, NAICS Codes, Physical Address, Mailing Address, Phone Number, Fax Number, Email Address, Website
DBE,"Nature's Grooming, LLC",Jamar Cox,"Commercial and residential landscape company that provides a variety of services such as yard care, hedge trimming, mulching, leave removal, tree removal, and snow removal",,561730,700 River Avenue  Pittsburgh PA 15212,700 River Avenue  Pittsburgh PA 15212,412-608-5553,,Jamar@NaturesGrooming.net,,
DBE,"Neff Specialties, LLC",Ms. Shari Neff,Supply of specialty casework materials and other construction finishes,,"238350, 425120",1505 Main Street  Hastings PA 16646,1505 Main Street  Hastings PA 16646,814-247-8887,814-247-9278,shari@neffspecialties.com,http://www.neffspecialties.com,
DBE,New Coat Paving & Sealing,Ms. Tamara J Kalkbrenner,"Asphalt sealcoating, crack sealing and minor repairs, pavement markings and line striping, and bumper block installation",,"237310, 238990",15 Kirchner Drive  South Park PA 15129,15 Kirchner Drive  South Park PA 15129,412-295-2942,412-833-1892,newcoatpaving@yahoo.com,http://www.newcoatpaving.com,
DBE,Nexus Construction,William T III,"Furnishes, installs and repairs heating, air conditioning/ventilation; plumbing; construction project management",,"238220, 423720, 423730, 541611",200 Poplar Street  Pittsburgh PA 15223,200 Poplar Street  Pittsburgh PA 15223,412-444-8803,412-360-8278,wtaylor@nexusconstructionllc.com,http://www.nexusconstructionllc.com,
DBE,"Nicholl Brandt Communications, Inc.","Laurie S Nicholl, Becky Brandt","Public relations agency providing marketing consulting services, direct mail advertising, and graphic design services",,"541430, 541613, 541820, 541860",189 Hoge Summit Road  Eighty Four PA 15330,189 Hoge Summit Road  Eighty Four PA 15330,412-486-8899,,becky@nichollbrandt.com,http://www.nichollbrandt.com,
DBE,"Nico's Contracting Company, LLC",Nickolas Beckas,"General construction for interior renovations that includes tiling, flooring, painting, drywall, etc.",,"236115, 236116, 236118, 238310, 238320, 238330",146 Grant Avenue  Pittsburgh PA 15209,146 Grant Avenue  Pittsburgh PA 15209,412-897-6146,412-821-2217,njbeckas@gmail.com,,
DBE,"Noel Training & Consulting, LLC","Patti S Noel, Michael Noel","Provides training and consulting services to transit agencies across the country around issues of safety, security, and ADA concerns related to public and community access to transit services",,"541614, 541690",136 Berkey Drive  Johnstown PA 15904,136 Berkey Drive  Johnstown PA 15904,814-262-7535,814-266-3557,direction@noeltraining.com,http://www.noeltraining.com,
DBE,"Nonmetallic Machinery Assembly, Inc.","Mr. Larry D Meredith, Ms. Kimberly R Beason",Manufacturing transportation components for trains.,,"335313, 423690, 423860",1525 East Lake Road Suite C  Erie PA 16511,1525 East Lake Road Suite C  Erie PA 16511,814-453-6787,814-456-2437,rthrower@nma-jfk.com,http://www.nma-jfk.com,
DBE,"North South Capital, LLC","Ms. Jane Ott, Mr. Christopher O'Donnell","Full service broker dealer and Registered Investment Advisor (RIA) providing global and domestic equity execution, municipal investment underwriting, global and domestic fixed income dealer, and private wealth financial advisory",,523110,"200 W. Adams, Suite 2230  Chicago IL 60606","200 W. Adams, Suite 2230  Chicago IL 60606",312-445-5402,312-445-5420,jott@northsouthcap.com,http://www.northsouthcap.com,
DBE,"Nova Safety & Health Consulting, Inc.",Ms. Debora C Novakowski,Consulting services for health and safety,,541618,11192 Townline Road  North East PA 16428,11192 Townline Road  North East PA 16428,814-882-4822,814-725-5556,debbie@novasafetyhealth.com,http://www.novasafethealth.com,
DBE,"ONIX, Inc.","Brenda Arendsen, David Arendsen Jr.","Building commissioning, energy and environmental engineering, energy auditing, energy consulting services, engineering services, and LEED building commissioning projects",,"238910, 541330, 541618, 541690, 561210, 561219, 562910",238 Shafer Road  Coraopolis PA 15108,238 Shafer Road  Coraopolis PA 15108,412-269-1604,,barendsen@onixinc.com,http://www.onixinc.com,
DBE,"Ocotillo, Inc.",Ms. Stephanie Fisher,Provides industrial painting and related services,,238320,5542 Saddlebrook Drive  Bethel Park PA 15102,Post Office Box 607  Bethel Park PA 15102,412-310-0717,724-923-4491,ocotillo@ocotilloinc.com,http://www.ocotilloinc.com,
DBE,"Olszak Management Consulting, Inc.",Ms. Lisa M Olszak-Zumstein,"Management and consulting services for public participation and community involvement that includes meeting coordination and facilitation, database management, survey design and analysis, graphics and website design, data processing, hosting and related services, custom computer programming services, administrative management and general management consulting services, marketing consulting services, research and development in the social sciences and humanities, public relations agency, display advertising, marketing research and public opinion polling, document preparation services, computer training and professional and management development training.",,"518210, 519190, 541430, 541511, 541512, 541513, 541611, 541613, 541690, 541720, 541820, 541850, 541910, 561410",739 Bolivar Drive  Bradford PA 16701,739 Bolivar Drive  Bradford PA 16701,724-679-9261,,lolszak@olszak.com,http://www.olszak.com,
DBE,"Omicelo Construction Group, LLC","Mr. Joshua Pollard, Ms. Kathleen Feeney, Mr. Jeffrey Wilde",Residential remodelers. New single-family housing construction (except for-sale builders).  New multifamily housing construction (except for-sale builders). Commercial and institutional building construction.,,"216116, 236115, 236118, 236220",2525 Liberty Avenue  Pittsburgh PA 15222,2525 Liberty Avenue  Pittsburgh PA 15222,412-212-6870,412-202-2019,joshua.pollard@omicelo.com,,
DBE,"Omicelo, LLC","Joshua Pollard, Ms. Katheleen M Feeney",Real estate consulting and real state investment consulting services. Lessors of residential buildings and dwellings. Lessors of nonresidential buildings (except mini-warehouses).,,"531110, 531120, 531390, 541613, 541618, 561499",2525 Liberty Avenue  Pittsburgh PA 15222,2525 Liberty Avenue  Pittsburgh PA 15222,412-212-6870,412-202-2029,joshua.pollard@omicelo.com,https://www.omicelo.com,
DBE,Oread Design,Ms. Erin Martier,Kitchen & bath designer and sales,,"238350, 423310, 541340",904 madison avenue  Pittsburgh PA 15212,834 Western Avenue  Pittsburgh PA 15233,724-882-2367,724-882-2367,erin@oreaddesign.com,http://www.oreaddesign.com,
DBE,"Osterrieder Consulting, LLC",Ms. Jessica Osterrieder,Accounting and bookkeeping services,,"541211, 541219",223 Erin Drive  Cranberry Township PA 16066,223 Erin Drive  Cranberry Township PA 16066,724-448-9570,,jessica@osterriederconsulting.com,,
DBE,"Outsource Multi Services, Inc. dba Diane Coury Design Associates",Ms. Diane Coury-Jacob,"Provides interior design and wholesale furniture sale services to clients, and steel stock",,"423210, 423440, 423710, 423830, 424120, 541410, 541420",411 North Jefferson Street  New Castle PA 16101,411 North Jefferson Street  New Castle PA 16101,724-654-9881,724-654-9884,dianecoury@aol.com,http://www.dianecourydesign.com,
DBE,"PHS Office Solutions, LLC","Ms. Patricia H Schirripa, Mr. Robert Schirripa","Interior design, consulting and office furniture procurement, carpet, window treatment, appliances, building equipment, all interior fixtures, finish carpentry contractors, and other building finishing contractors",,"238350, 238390, 425120, 541410",117 Hollyberry Court  Mars PA 16046,117 Hollyberry Court  Mars PA 16046,412-916-9876,,phsofficesolutions@gmail.com,,
DBE,"PSD Contracting Services, LLC","Ms. Shanay Diggs, Mr. Patrick Diggs","General contracting company that provides commercial and residential building renovations. Services include foundation, site preparation, carpentry, drywall, flooring, concrete, interior and exterior renovations, home repairs, and general contracting.",,"236118, 236220, 238310, 238320, 238330, 238350",3137 Hebron Drive  Pittsburgh PA 15235,3137 Hebron Drive  Pittsburgh PA 15235,412-409-6771,,diggs@psdcontractingservices.com,http://www.psdcontractingservices.com,
DBE,"Panta Rhei Media, Inc.",Ms. Martha O'Grady,"Multimedia, communication design, videotape, DVD, CD-ROM and internet production, consultation and training",,"512110, 512191, 541921, 541922",565 Beulah Road  Turtle Creek PA 15145,565 Beulah Road  Turtle Creek PA 15145,412-824-8858,412-824-8858,info@panta-rhei.com,http://www.panta-rhei.com,
DBE,"Paul Adams Painting, LLC",Paul Adams,Commercial and residential painting and coating; minor drywall and plaster repairs,,"238310, 238320",7890 Mark Drive  Verona PA 15147,7890 Mark Drive  Verona PA 15147,412-829-7419,412-829-7419,adamspaintingpaul@aol.com,http://www.pauladamspainting.com,
DBE,"Paula Di Gregory, LLC",Paula Gregory,"Provide tobacco cessation and prevention services for businesses, schools, organizations, and municipalities.  Programs may also include cessation and policy strengthening/developing assistance services for multi-unit housing communities and work sites.  Also participates in advocacy for policy change at local and state levels.  Promotes youth engagement in peer-led tobacco prevention, advocacy, and education.",,923120,45850 Cloverdale Road  Titusville PA 16354,45850 Cloverdale Road  Titusville PA 16354,814-758-1919,814-827-7015,Paula@DiGregory.OnMicrosoft.com,,
DBE,"Pavilion Drainage Supply Company, Inc.",Mr. Philip J Plossl,"Specializes in concrete pavement breaking and demolition. Guide rail, bridge rail, sign installation, supply of pipe geotextiles, castings and other construction supplies.",,"237310, 238910, 423320, 423390",6630 Ellicott Street Road  Pavilion NY 14525,PO BOX 219  Pavilion NY 14525,585-584-3261,585-584-3812,phil@pavdrain.com,http://www.pavdrain.com,
DBE,"Peak Security, Inc.","Ms. Kathleen Cervenak, Mr. Ray Cervenak Sr., Mr. Ray Cervenak Jr., Mr. John Cervenak",Security guard services,,561612,"103 Yost Boulevard, Suite 100  Pittsburgh PA 15221","103 Yost Boulevard, Suite 100  Pittsburgh PA 15221",412-349-0850,412-349-0855,kac@peaksecurityinc.com,http://www.peaksecurityinc.com,
DBE,"Pitt Electric, Inc.","Ms. Maureen J Jacovino, Mr. Gary Jacovino",Electrical construction and electrical supplier providing a broad range of commercial electrical services,,"238210, 423610, 425120",602 Becks Run Road  Pittsburgh PA 15210,602 Becks Run Road  Pittsburgh PA 15210,412-488-0302,412-488-8225,maureen@pittelectricinc.com,,
DBE,Pittsburghs Finest Auto Body,Mr. William Anderson,"Automobile repair, refinishing and detailing",,"811121, 811192, 811198",7618 Finance Street  Pittsburgh PA 15208,7618 Finance Street  Pittsburgh PA 15208,412-628-4199,,willworks4you@gmail.com,,
DBE,"Platinum Group Services, LLC dba Rough & Final Cleaning",Ms. Celestine Hinton,"Service company providing post construction cleaning, commercial janitorial services, power washing, and painting.",,"238320, 238990, 561720, 561790",603 Morgan Street  Pittsburgh PA 15219,603 Morgan Street  Pittsburgh PA 15219,412-657-7335,,rfccleangreen@gmail.com,,
DBE,"Post Script Productions, LLC","Carolyn Klasnick, Michele L Modany","Provides professional and high-quality video production services that include storyboarding, writing, shooting, graphic design, motion graphic creation, and editing. Services government, corporate and nonprofit entities with video production needs in areas of sales, marketing, internal communications, training/safety, and public relations.",,"512110, 512191, 541921",220 Grant Street Suite 600  Pittsburgh PA 15219,220 Grant Street Suite 600  Pittsburgh PA 15219,412-822-6820,,carolyn@postscriptproductions.com,http://www.postscriptproductions.com,
DBE,Power Electrical,Mr. Kenneth Howard,"Electrical contractor specializing in conduit bending troubleshooting, rewiring lighting, motor controls, installation of new service in residential and commercial structures, plans review and estimates.",,238210,646 Bedford Street  Johnstown PA 15902,646 Bedford Street  Johnstown PA 15902,814-341-7119,,cheff535@verizon.net,,
DBE,"Power Tool & Supply Co., Inc.",Ms. Lisa Springer,"Brick, Stone and Related Construction Material Merchant Wholesalers; Other Construction Material Merchant Wholesalers; Metal Service Centers and Other Metal Merchant Wholesalers; Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; Hardware (except motor vehicle) merchant wholesalers; Plumbing and Heating Equipment and Suppliers (hydronics) Merchant wholesalers; Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers; Industrial Machinery and Equipment Merchant Wholesaler; Industrial Supplies Merchant Wholesalers; Service Establishment Equipment and Supplies Merchant; General Merchandise, Durable Goods Merchant Wholesalers; Clothing , Mens and Boys, Merchant Wholesalers; Furnishings (except shoes), Mens and Boys, Merchant Wholesalers; Footwear Merchant Wholesalers; Petroleum and Petroleum Products Merchant Wholesalers; Hardware Store",,"423320, 423390, 423510, 423610, 423710, 423720, 423810, 423830, 423840, 423850, 423990, 424320, 424340, 424720, 444130",3699 LeHarps Road  Youngstown OH 44515,3699 LeHarps Road  Youngstown OH 44515,330-792-1487,330-792-3687,lisa@powertoolandsupply.com,http://www.powertoolandsupply.com,
DBE,"Precision Copy Products, Inc.","Julia E Bubanovich, Ms. Lynn Pickford, Thomas Pickford","Office equipment (e.g., copiers, fax, printers) sales and services",,"423420, 532420, 811212, 811213",600 State Street  Clairton PA 15025,600 State Street  Clairton PA 15025,412-233-3000,412-233-3010,julieb@precisioncopyproducts.com,http://www.precisioncopyproducts.com,
DBE,"Precision Technology Associates, Inc. dba T.F. Campbell",Ms. Regina J Ladefian,Wholesale distributor for HVAC controls and valves,,"423720, 423730, 423740",1203 Edgebrook Avenue  Pittsburgh PA 15226,1203 Edgebrook Avenue  Pittsburgh PA 15226,412-881-8006,412-881-0437,gina@tfcampbell.com,http://www.tfcampbell.com,
DBE,"Precixa, LLC",Ms. Neysha Arcelay,"Premier advisory services company offering proven expertise on quality management systems, supplier management, and governance.",,"541611, 541614, 541618, 611430",2545 Railroad Street Suite 100  Pittsburgh PA 15222,2545 Railroad Street Suite 100  Pittsburgh PA 15222,412-259-3172,,narcelay@precixa.com,http://www.precixa.com,
DBE,"Preferred Cleaning Systems, LLC",Ms. Natalie Schreckengost,"Service company providing new construction post cleaning of commercial and residential properties.  Services include cleaning of windows, bathrooms, kitchens, general dusting, vacuuming, mopping, swiffering hardwood floors, stripping and waxing floors, and power washing.  NAICS 238990, 561720, 561790",,"238990, 561720",837 Russellton Road  Cheswick PA 15024,837 Russellton Road  Cheswick PA 15024,412-217-9905,724-715-7657,natpreferred@aol.com,,
